graph_id,num_nodes
0,11
1,13
2,13
3,13
4,13
5,13
6,12
7,12
8,12
9,12
10,12
11,12
12,12
13,12
14,12
15,12
16,13
17,13
18,13
19,13
20,13
21,11
22,11
23,12
24,12
25,12
26,12
27,12
28,11
29,11
30,12
31,12
32,12
33,12
34,12
35,13
36,13
37,13
38,13
39,13
40,13
41,13
42,13
43,13
44,13
45,12
46,12
47,12
48,13
49,13
50,13
51,12
52,12
53,13
54,13
55,13
56,13
57,13
58,13
59,13
60,13
61,13
62,12
63,11
64,13
65,13
66,13
67,12
68,12
69,12
70,13
71,13
72,12
73,12
74,11
75,14
76,14
77,11
78,13
79,13
80,11
81,12
82,12
83,12
84,12
85,11
86,12
87,12
88,12
89,13
90,13
91,13
92,13
93,13
94,15
95,15
96,13
97,13
98,13
99,12
100,12
101,13
102,13
103,11
104,11
105,11
106,11
107,13
108,13
109,12
110,12
111,13
112,13
113,13
114,13
115,13
116,15
117,13
118,13
119,15
120,13
121,13
122,13
123,11
124,13
125,12
126,12
127,12
128,12
129,13
130,13
131,13
132,11
133,12
134,12
135,12
136,13
137,13
138,14
139,13
140,13
141,13
142,13
143,14
144,14
145,13
146,13
147,13
148,13
149,13
150,13
151,14
152,12
153,12
154,12
155,12
156,11
157,12
158,12
159,13
160,13
161,13
162,14
163,11
164,11
165,11
166,13
167,13
168,13
169,12
170,12
171,12
172,12
173,13
174,13
175,13
176,13
177,11
178,11
179,11
180,11
181,13
182,13
183,13
184,13
185,13
186,13
187,13
188,13
189,11
190,14
191,11
192,13
193,13
194,13
195,14
196,13
197,13
198,12
199,13
200,14
201,12
202,13
203,13
204,13
205,14
206,11
207,11
208,11
209,11
210,11
211,13
212,13
213,14
214,12
215,12
216,12
217,11
218,11
219,11
220,11
221,13
222,13
223,13
224,12
225,12
226,12
227,12
228,12
229,13
230,13
231,11
232,12
233,12
234,12
235,12
236,12
237,13
238,13
239,13
240,13
241,13
242,13
243,13
244,13
245,13
246,13
247,13
248,13
249,13
250,13
251,11
252,11
253,13
254,14
255,14
256,14
257,14
258,13
259,13
260,13
261,12
262,13
263,13
264,13
265,13
266,13
267,12
268,11
269,13
270,13
271,12
272,12
273,13
274,13
275,13
276,13
277,13
278,13
279,13
280,12
281,13
282,12
283,12
284,12
285,12
286,12
287,14
288,12
289,12
290,12
291,11
292,13
293,13
294,13
295,11
296,12
297,12
298,12
299,12
300,13
301,13
302,13
303,13
304,13
305,12
306,14
307,12
308,12
309,12
310,13
311,11
312,11
313,11
314,11
315,14
316,14
317,14
318,14
319,12
320,12
321,12
322,12
323,13
324,11
325,13
326,12
327,12
328,12
329,12
330,13
331,13
332,13
333,13
334,13
335,13
336,13
337,11
338,11
339,12
340,12
341,11
342,13
343,13
344,13
345,13
346,13
347,13
348,13
349,13
350,12
351,12
352,12
353,12
354,12
355,12
356,12
357,13
358,13
359,12
360,14
361,13
362,13
363,13
364,13
365,11
366,11
367,13
368,13
369,13
370,14
371,13
372,12
373,14
374,14
375,14
376,14
377,14
378,14
379,12
380,12
381,14
382,14
383,14
384,14
385,12
386,12
387,12
388,12
389,11
390,13
391,13
392,13
393,13
394,13
395,14
396,13
397,11
398,11
399,11
400,13
401,13
402,13
403,13
404,12
405,11
406,11
407,11
408,11
409,12
410,12
411,12
412,12
413,12
414,14
415,13
416,12
417,13
418,13
419,13
420,13
421,12
422,13
423,11
424,13
425,13
426,12
427,12
428,12
429,14
430,11
431,12
432,12
433,13
434,13
435,13
436,13
437,14
438,13
439,13
440,13
441,13
442,13
443,13
444,12
445,13
446,13
447,13
448,13
449,11
450,14
451,14
452,14
453,12
454,12
455,12
456,12
457,11
458,11
459,13
460,13
461,13
462,13
463,12
464,12
465,14
466,14
467,14
468,12
469,13
470,12
471,12
472,14
473,13
474,13
475,13
476,14
477,13
478,13
479,13
480,13
481,13
482,13
483,13
484,13
485,13
486,12
487,12
488,12
489,12
490,13
491,12
492,11
493,12
494,12
495,12
496,12
497,12
498,12
499,12
500,12
501,13
502,13
503,13
504,12
505,12
506,12
507,12
508,12
509,13
510,13
511,12
512,12
513,11
514,13
515,13
516,13
517,13
518,13
519,13
520,11
521,13
522,14
523,13
524,13
525,14
526,11
527,11
528,11
529,11
530,13
531,13
532,12
533,13
534,12
535,12
536,12
537,12
538,14
539,12
540,12
541,12
542,11
543,11
544,11
545,11
546,14
547,14
548,14
549,14
550,12
551,12
552,12
553,12
554,12
555,13
556,13
557,13
558,13
559,12
560,11
561,14
562,12
563,12
564,12
565,12
566,11
567,14
568,12
569,12
570,12
571,12
572,12
573,11
574,11
575,11
576,11
577,12
578,12
579,13
580,14
581,11
582,13
583,12
584,12
585,13
586,13
587,13
588,12
589,12
590,12
591,14
592,13
593,11
594,15
595,12
596,13
597,13
598,12
599,12
600,13
601,11
602,13
603,10
604,11
605,12
606,11
607,11
608,11
609,14
610,15
611,13
612,12
613,12
614,12
615,12
616,13
617,13
618,13
619,14
620,13
621,13
622,13
623,12
624,12
625,13
626,13
627,14
628,13
629,14
630,14
631,13
632,13
633,12
634,13
635,15
636,15
637,10
638,13
639,13
640,12
641,12
642,12
643,12
644,14
645,13
646,12
647,13
648,12
649,12
650,12
651,12
652,14
653,13
654,13
655,13
656,13
657,13
658,12
659,13
660,14
661,13
662,13
663,13
664,12
665,14
666,12
667,12
668,12
669,12
670,12
671,12
672,12
673,12
674,12
675,12
676,12
677,13
678,13
679,12
680,12
681,12
682,13
683,12
684,12
685,13
686,13
687,13
688,13
689,13
690,13
691,13
692,11
693,11
694,11
695,12
696,13
697,13
698,13
699,13
700,13
701,13
702,11
703,11
704,13
705,13
706,13
707,11
708,13
709,13
710,13
711,12
712,12
713,12
714,13
715,13
716,13
717,13
718,13
719,12
720,13
721,13
722,13
723,13
724,12
725,11
726,11
727,11
728,11
729,12
730,12
731,12
732,12
733,13
734,13
735,13
736,13
737,13
738,13
739,14
740,14
741,14
742,14
743,14
744,13
745,13
746,13
747,12
748,12
749,12
750,13
751,12
752,12
753,12
754,12
755,13
756,13
757,13
758,13
759,13
760,13
761,13
762,13
763,13
764,11
765,12
766,12
767,12
768,12
769,13
770,13
771,13
772,13
773,12
774,12
775,12
776,13
777,13
778,11
779,14
780,14
781,14
782,14
783,13
784,12
785,14
786,14
787,11
788,13
789,11
790,11
791,11
792,13
793,13
794,13
795,12
796,12
797,12
798,12
799,12
800,12
801,15
802,15
803,12
804,12
805,13
806,13
807,13
808,13
809,12
810,12
811,12
812,12
813,12
814,11
815,13
816,13
817,13
818,13
819,12
820,12
821,12
822,12
823,12
824,12
825,12
826,12
827,14
828,14
829,14
830,14
831,13
832,11
833,13
834,13
835,13
836,14
837,14
838,14
839,14
840,13
841,12
842,11
843,11
844,12
845,12
846,12
847,13
848,13
849,13
850,13
851,11
852,14
853,14
854,14
855,12
856,12
857,12
858,13
859,13
860,13
861,13
862,13
863,12
864,12
865,12
866,12
867,12
868,14
869,14
870,14
871,14
872,14
873,14
874,14
875,14
876,14
877,14
878,14
879,14
880,12
881,13
882,13
883,13
884,14
885,12
886,12
887,13
888,13
889,12
890,11
891,13
892,14
893,14
894,12
895,12
896,12
897,11
898,12
899,12
900,14
901,12
902,14
903,14
904,14
905,14
906,12
907,11
908,13
909,13
910,13
911,13
912,13
913,13
914,12
915,13
916,12
917,12
918,12
919,12
920,13
921,11
922,15
923,15
924,14
925,11
926,11
927,12
928,12
929,12
930,12
931,12
932,15
933,15
934,11
935,13
936,13
937,13
938,12
939,12
940,12
941,12
942,12
943,11
944,11
945,12
946,12
947,12
948,12
949,11
950,14
951,14
952,12
953,12
954,14
955,12
956,12
957,12
958,12
959,13
960,13
961,13
962,13
963,13
964,13
965,11
966,14
967,11
968,12
969,11
970,13
971,13
972,13
973,13
974,13
975,12
976,11
977,11
978,11
979,13
980,13
